iteration,data_point,step_in_data,reward,sim_south,sim_north,expected_south,expected_north,error_south,error_north,lcCooperative,lcAssertive,epsilon,loss
3,0,1,-0.114,44,31,49.000,35.500,-5.000,-4.500,1.000,0.800,0.4900,
3,0,2,-0.027,47,36,49.000,35.500,-2.000,0.500,1.000,1.000,0.4900,
3,0,3,-0.027,51,35,49.000,35.500,2.000,-0.500,0.800,1.000,0.4900,
3,0,4,-0.007,49,36,49.000,35.500,0.000,0.500,0.800,0.800,0.4900,
3,1,1,-0.170,81,64,108.500,70.000,-27.500,-6.000,1.000,0.800,0.4900,
3,1,2,-0.104,89,68,108.500,70.000,-19.500,-2.000,1.000,0.600,0.4900,
3,1,3,-0.207,90,53,108.500,70.000,-18.500,-17.000,0.800,0.800,0.4900,
3,1,4,-0.291,98,36,108.500,70.000,-10.500,-34.000,0.800,0.600,0.4900,531.834351
3,2,1,-0.182,84,54,114.000,60.000,-30.000,-6.000,1.000,1.200,0.4900,598.937134
3,2,2,-0.074,99,59,114.000,60.000,-15.000,-1.000,1.000,1.200,0.4900,445.670959
3,2,3,-0.171,96,49,114.000,60.000,-18.000,-11.000,1.200,1.000,0.4900,187.003662
3,2,4,-0.379,96,24,114.000,60.000,-18.000,-36.000,1.000,1.200,0.4900,979.376953
4,0,1,-0.114,44,31,49.000,35.500,-5.000,-4.500,1.000,1.200,0.3430,462.046936
4,0,2,-0.027,47,36,49.000,35.500,-2.000,0.500,0.800,1.200,0.3430,351.805420
4,0,3,-0.027,51,35,49.000,35.500,2.000,-0.500,0.600,1.000,0.3430,366.357239
4,0,4,-0.007,49,36,49.000,35.500,0.000,0.500,0.400,0.800,0.3430,6511.279785
4,1,1,-0.170,81,64,108.500,70.000,-27.500,-6.000,1.000,0.800,0.3430,5044.139648
4,1,2,-0.104,89,68,108.500,70.000,-19.500,-2.000,1.000,0.600,0.3430,3893.280518
4,1,3,-0.207,90,53,108.500,70.000,-18.500,-17.000,1.200,0.400,0.3430,1795.348389
4,1,4,-0.291,98,36,108.500,70.000,-10.500,-34.000,1.200,0.600,0.3430,1303.408569
4,2,1,-0.182,84,54,114.000,60.000,-30.000,-6.000,1.000,1.000,0.3430,597.038635
4,2,2,-0.074,99,59,114.000,60.000,-15.000,-1.000,1.000,1.000,0.3430,448.691162
4,2,3,-0.171,96,49,114.000,60.000,-18.000,-11.000,1.000,1.000,0.3430,312.522217
4,2,4,-0.379,96,24,114.000,60.000,-18.000,-36.000,1.000,1.000,0.3430,322.162140
5,0,1,-0.114,44,31,49.000,35.500,-5.000,-4.500,1.200,1.000,0.2401,820.500732
5,0,2,-0.027,47,36,49.000,35.500,-2.000,0.500,1.400,1.000,0.2401,489.800415
5,0,3,-0.027,51,35,49.000,35.500,2.000,-0.500,1.200,1.000,0.2401,307.244781
5,0,4,-0.007,49,36,49.000,35.500,0.000,0.500,1.400,1.000,0.2401,529.272400
5,1,1,-0.170,81,64,108.500,70.000,-27.500,-6.000,1.000,1.000,0.2401,433.153687
5,1,2,-0.104,89,68,108.500,70.000,-19.500,-2.000,1.000,0.800,0.2401,591.850159
5,1,3,-0.207,90,53,108.500,70.000,-18.500,-17.000,1.000,0.800,0.2401,4007.462891
5,1,4,-0.291,98,36,108.500,70.000,-10.500,-34.000,1.000,0.600,0.2401,2781.529297
5,2,1,-0.182,84,54,114.000,60.000,-30.000,-6.000,1.000,0.800,0.2401,2196.106934
5,2,2,-0.074,99,59,114.000,60.000,-15.000,-1.000,1.000,0.600,0.2401,1814.225708
5,2,3,-0.171,96,49,114.000,60.000,-18.000,-11.000,1.000,0.600,0.2401,2332.872314
5,2,4,-0.379,96,24,114.000,60.000,-18.000,-36.000,1.000,0.600,0.2401,1520.008789
